id,title,recipient,amount_usd,date,grantmaker,category,focus_area,fund,is_residual,country,topics,funders,url,description
eaf-00376,(Anonymous) — EA Infrastructure Fund,(Anonymous),34300,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,12-month salary for 1 FTE staff from to support EAs via Effective Altruism Anywhere and professional development
eaf-00380,(Anonymous) — Long-Term Future Fund,(Anonymous),9887,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"1 year of funding to help cover expenses of transferring to a MSc, studying Mathematics with a minor in Informatics."
eaf-00382,(Anonymous) — Long-Term Future Fund,(Anonymous),17000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"1 year salary to outline vulnerabilities, propose solution, get buy-in for the security of benchtop DNA synthesis"
eaf-00387,(Anonymous) — Long-Term Future Fund,(Anonymous),1000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Small grant to spend on productivity/research related things
eaf-00388,(Anonymous) — EA Infrastructure Fund,(Anonymous),925,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Assist the The 22nd International Conference on Autonomous Agents and Multiagent Systems
eaf-00391,(Anonymous) — Long-Term Future Fund,(Anonymous),48000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,6-month salary for study of mesa-optimisation and deception in order to advance our understanding of how transformers solve algorithmic tasks and provide a concrete example of mechanistic interpretability for deception.
eaf-00393,(Anonymous) — Long-Term Future Fund,(Anonymous),7700,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"3-month unpaid AI Governance internship to build career capital at the Millennium Project, a global futurist think tank"
eaf-00394,(Anonymous) — Long-Term Future Fund,(Anonymous),14000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,4-month career transition grant to upskill in organisation-building and community-building. Harry is the Logistics Co-Lead at SPARC this summer and has been accepted into Tee Barnett's Coaching Program.
eaf-00396,(Anonymous) — Long-Term Future Fund,(Anonymous),48000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,6-month stipend for up-skilling in technical AI alignment & doing independent interpretability research
eaf-00398,(Anonymous) — Long-Term Future Fund,(Anonymous),40000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,This grant provides a 6 month stipend at £30k to transition into technical AI safety research.
eaf-00407,(Anonymous) — EA Infrastructure Fund,(Anonymous),37490,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"This grant provides funding for Effective Altruism Movement Building Japan. This grant is made up of a $13,180 stipend for 15hrs/week for 6 months."
eaf-00410,(Anonymous) — EA Infrastructure Fund,(Anonymous),15500,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,6-month salary to support transition from PhD to more impactful career
eaf-00411,(Anonymous) — Long-Term Future Fund,(Anonymous),4344,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Stipend for 4-month placement at the MIT Computer Science and Artificial Intelligence Laboratory.
eaf-00416,(Anonymous) — Long-Term Future Fund,(Anonymous),115000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding towards the Computer Science Master's program at NYU to pursue technical AI safety research.
eaf-00425,(Anonymous) — EA Infrastructure Fund,(Anonymous),79500,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Funding for a 1-year running and scaling of EA Serbia. We expect impact on AIS and Biosecurity and other causes
eaf-00427,(Anonymous) — Animal Welfare Fund,(Anonymous),60000,2023-04-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,12-month grant to support a policy advocacy organization dedicated to banning the use of live baitfish
eaf-00436,(Anonymous) — Long-Term Future Fund,(Anonymous),60000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Videos explaining developments within AI and their impact on society
eaf-00438,(Anonymous) — EA Infrastructure Fund,(Anonymous),12076,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Funding a 6-month 0.25 FTE stipend for an Operations Associate and expenses to maintain & grow the EA Opportunity Board. The EA Opportunity Board is helping aspiring effective altruists skill-build and find impactful positions.
eaf-00439,(Anonymous) — Long-Term Future Fund,(Anonymous),8000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"Two months' salary to work on hardware-related AI governance, including limiting the actors who can create dangerous AI"
eaf-00433,Jennifer Chen — EA Infrastructure Fund,Jennifer Chen,6351,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"This grant provides 6 months of funding for Jennifer Chen to continue running weekly rationality/EA meetups in Waterloo, Ontario. Jennifer's goal is to foster a thriving community for those that are in the rationalist and EA movement."
eaf-00437,Rethink Priorities — Animal Welfare Fund,Rethink Priorities,295600,2023-04-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,EA Funds; Open Philanthropy,,Support annual salaries of max 9 employees (6 FTE) and other expenses to advance invertebrate and wild animal research
op-00580,Rethink Priorities — AI Governance Research (2023),Rethink Priorities,154810,2023-04-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Rethink Priorities — AI Governance Research (2023). Focus area: Potential Risks from Advanced AI
eaf-00434,Tälist — Animal Welfare Fund,Tälist,85000,2023-04-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,"1-year salary and IT costs to build & run a platform, automatically matching top talent with Alt. Protein jobs at scale"
eaf-00424,Effektiv Altruism Sverige (EA Sweden) — EA Infrastructure Fund,Effektiv Altruism Sverige (EA Sweden),66000,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"This grant provides operational funding for EA Sweden. It provides 12 months of rent for the EA Sweden office and co-working space, which serves the EA community in the Sweden and the Nordics."
op-00415,Stanford University — Language Model Evaluations,Stanford University,250000,2023-04-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Stanford University — Language Model Evaluations. Focus area: Potential Risks from Advanced AI
eaf-00418,Codruta Lugoj — Long-Term Future Fund,Codruta Lugoj,7200,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,4-month wage for alignment upskilling: gain research eng skills (projects) + understand current alignment agendas
eaf-00375,Simon Lermen — Long-Term Future Fund,Simon Lermen,13000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,3-month salary + compute expenses to study and publish on shutdown evasion in LLMs and to use LLMs as tools for alignment
eaf-00405,Effective Altruism Norway — EA Infrastructure Fund,Effective Altruism Norway,41499,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"12 months funding for office space in Norway for Effektiv Altruisme Norge, Gi Effektivt, and EA-aligned projects"
eaf-00403,Bryce Meyer — Long-Term Future Fund,Bryce Meyer,50000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,6-month salary to build & enhance open-source mechanistic interpretability tooling for AI safety researchers
eaf-00420,Legal Impact for Chickens — Animal Welfare Fund,Legal Impact for Chickens,85000,2023-04-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,"This grant provides operational support for expanding Legal Impact for Chickens (LIC), to fight factory-farm cruelty through litigation"
eaf-00397,Utunzi Animal Welfare Organization — Animal Welfare Fund,Utunzi Animal Welfare Organization,60000,2023-04-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,"1 yr cage free farmers awareness, public and students  sensitization, corporate outreach & lobbying  on cage free policy"
eaf-00419,Morgan Simpson — Long-Term Future Fund,Morgan Simpson,31600,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"6-month salary to produce 2 AI governance white papers and a series of case studies, with additional research costs"
op-00385,F.R.E.E. — Broiler and Cage-Free Reforms in Romania,Freedom and Respect for Every Earthling (F.R.E.E.),193000,2023-04-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,F.R.E.E. — Broiler and Cage-Free Reforms in Romania. Focus area: Farm Animal Welfare
eaf-00430,Cindy Wu — Long-Term Future Fund,Cindy Wu,5000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,This grant provides a stipend for Cindy Wu to spend 4 months working on AI safety research.
eaf-00413,Sviatoslav Chalnev — Long-Term Future Fund,Sviatoslav Chalnev,35000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"This grant is funding for a 6-month stipend for Sviatoslav Chalnev to work on independent interpretability research, specifically mechanistic interpretability and open-source tooling for interpretability research."
eaf-00432,Pierce Manlangit — Animal Welfare Fund,Pierce Manlangit,12300,2023-04-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,6-month budget for feasibility study & information session on alternative protein research capacity in the Philippines
eaf-00367,Artem Karpov — Long-Term Future Fund,Artem Karpov,1739,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"6-month support for self study and development in ML and AI Safety. Goals include producing an academic paper while working on the ""Inducing Human-Like Biases in Moral Reasoning LMs"" project run by AI Safety Camp."
eaf-00368,Effective Help — EA Infrastructure Fund,Effective Help,3850,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"Support for Effective Help - salary for a junior expert. Project goals include running ~20 project evaluations, capacity building on M&E for ~20 orgs, supporting fundraising  activities of at least 2 orgs and conducting 1 cause prioritisation exercise."
eaf-00369,Yuxiao Li — Long-Term Future Fund,Yuxiao Li,45000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"This grant is funding a $35,000 stipend plus $10,000 in compute costs for Yuxiao Li's independent inference-based AI interpretability research."
eaf-00370,Benjamin Stewart — Long-Term Future Fund,Benjamin Stewart,3138,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,3-month (+buffer to prepare project reports) part-time salary to upskill in biosecurity research and prioritisation. Courses include Infectious Disease Modelling by Imperial College London. Projects include UChicago's Market Shaping Accelerator challenge.
eaf-00371,Amritanshu Prasad — Long-Term Future Fund,Amritanshu Prasad,8000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,6-month Scholarship to support Amritanshu Prasad's upskilling in technical AI alignment. Amritanshu will study the AGI Safety Fundamentals Alignment Curriculum and create an accessible and informative summary of the curriculum.
eaf-00373,Nathaniel Monson — Long-Term Future Fund,Nathaniel Monson,70000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"This grant is for Nathaniel Monson to spend 6 months studying to transition to AI alignment research, with a focus on methods for mechanistic interpretability and resolving polysemanticity."
eaf-00374,Carson Ezell — Long-Term Future Fund,Carson Ezell,8673,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,This grant provides a 3-month part-time stipend for Carson Ezell to conduct 2 research projects related to AI governance and strategy.
eaf-00377,Noémi Lilla Goschi — EA Infrastructure Fund,Noémi Lilla Goschi,4000,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Funding for a 5-month internship to support EA Hungary and to focus on self-development
eaf-00378,Christopher Mathwin — Long-Term Future Fund,Christopher Mathwin,28000,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,6-month salary for an AISC project and continuing independent mechanistic interpretability projects
eaf-00379,Overcoming Bias NYC — EA Infrastructure Fund,Overcoming Bias NYC,1000,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Funding for rationality meetups in New York City - increasing exposure to and engagement with effective altruism.
eaf-00381,Fabienne Sandkühler — EA Infrastructure Fund,Fabienne Sandkühler,9160,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Funding for 280 hours salary to deepen research and statistics knowledge to improve the quality and speed of her EA-aligned research projects and enable her to better advise other researchers in this space.
eaf-00383,Zachary Thomas — EA Infrastructure Fund,Zachary Thomas,13200,2023-04-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"Career transition grant covering volunteering, testing fit in research/policy, and preparing for the Fall 2023 app cycle"
eaf-00384,Vaidehi Agarwalla — Long-Term Future Fund,Vaidehi Agarwalla,10500,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"$10,500 in funding to run a trial of a longtermist mentorship program similar to Magnify Mentoring but unrestricted"
eaf-00385,Guillaume Corlouer — Long-Term Future Fund,Guillaume Corlouer,6636,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding to do research on understanding search in transformers at the AI safety camp during 14 weeks
